2 séances par semaine;lundi;Mardi;Mercredi;Jeudi;Vendredi;Samedi;Dimanche
VMA 18 et +;x;Fractionné;Jogg 50';jogg 1h30;x;Fractionné;Jogg 50'
VMA 18 et +;x;Fractionné;Jogg 50';Jogg 50' +5x100-100;x;Fractionné;jogg 1h30
VMA 18 et +;x;jogg 50' +5x100-100;Fractionné;Jogg 50';x;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;x;Jogg 50' +5x100-100;Fractionné;jogg 1h30;x;Fractionné;Jogg 50'
VMA 18 et +;x;Jogg 50' +5x100-100;Fractionné;Jogg 50';x;Fractionné;jogg 1h30
VMA 18 et +;x;Jogg 50';Fractionné;Jogg 50';x;Jogg 50' +5x100-100;Fractionné
VMA 18 et +;x;Jogg 50';Fractionné;jogg 1h30;x;Jogg 50' +5x100-100;Fractionné
VMA 18 et +;x;Jogg 50' +5x100-100;Fractionné;Jogg 50';x;Jogg 50' +5x100-100;Fractionné
VMA 18 et +;x;Jogg 50';Jogg 50' +5x100-100;Fractionné;x;Jogg 50';Fractionné
VMA 18 et +;x;Fractionné;Jogg 50';x;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50'
VMA 18 et +;x;Fractionné;Jogg 50';x;Fractionné;Jogg 50';Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;x;Fractionné;jogg 1h30;x;Fractionné;Jogg 50';Jogg 50'+5x100-100
VMA 18 et +;x;Fractionné;Jogg 50';x;Fractionné;jogg 1h30;Jogg 50'
VMA 18 et +;x;Fractionné;Jogg 50';x;Fractionné;Jogg 50';jogg 1h30
VMA 18 et +;x;Fractionné;Jogg 50';x;Jogg 50' +5x100-100;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;x;Fractionné;jogg 1h30;x;Jogg 50' +5x100-100;Fractionné;Jogg 50'
VMA 18 et +;x;Fractionné;Jogg 50';x;Jogg 50' +5x100-100;Fractionné;jogg 1h30
VMA 18 et +;x;jogg 50' +5x100-100;Fractionné;x;Jogg 50';Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;x;Jogg 50' +5x100-100;Fractionné;x;Jogg 50';Fractionné;jogg 1h30
VMA 18 et +;x;Jogg 50' +5x100-100;Fractionné;x;Jogg 50' +5x100-100;Fractionné;Jogg 50'
VMA 18 et +;x;Jogg 50' +5x100-100;Fractionné;x;Jogg 50';Fractionné;jogg 1h30
VMA 18 et +;x;Jogg 50' +5x100-100;Fractionné;x;Jogg 50' +5x100-100;Fractionné;Jogg 50'
VMA 18 et +;x;Jogg 50';Fractionné;x;Jogg 50';Jogg 50' +5x100-100;Fractionné
VMA 18 et +;x;Fractionné;x;Jogg 50';Fractionné;Jogg 50';Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;x;Fractionné;x;Jogg 50';Fractionné;jogg 1h30;Jogg 50'
VMA 18 et +;x;Fractionné;x;Jogg 50' +5x100-100;Fractionné;Jogg 50';jogg 1h30
VMA 18 et +;x;Fractionné;x;Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;x;Fractionné;x;jogg 1h30;Jogg 50' +5x100-100;Fractionné;Jogg 50'
VMA 18 et +;x;Fractionné;x;Jogg 50';Jogg 50' +5x100-100;Fractionné;jogg 1h30
VMA 18 et +;x;jogg 1h30;x;Fractionné;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;x;Jogg 50' +5x100-100;x;Fractionné;jogg 1h30;Jogg 50';Fractionné
VMA 18 et +;x;jogg 50' +5x100-100;x;Fractionné;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;x;x;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;x;x;Fractionné;jogg 1h30;Jogg 50';Fractionné;Jogg 50'
VMA 18 et +;x;x;Fractionné;Jogg 50';Jogg 50';Fractionné;jogg 1h30
VMA 18 et +;x;x;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné
VMA 18 et +;x;x;Fractionné;jogg 1h30;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;x;x;Fractionné;Jogg 50';jogg 1h30;Jogg 50';Fractionné
VMA 18 et +;x;x;Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';Fractionné
VMA 18 et +;x;x;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50';Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;x
VMA 18 et +;Fractionné;jogg 1h30;Jogg 50';Fractionné;Jogg 50';Jogg 50';x
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Fractionné;jogg 1h30;Jogg 50';x
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50';jogg 1h30;x
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;x
VMA 18 et +;Fractionné;jogg 1h30;Jogg 50';Jogg 50';Fractionné;Jogg 50';x
VMA 18 et +;Fractionné;Jogg 50';jogg 1h30;Jogg 50';Fractionné;Jogg 50';x
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;jogg 1h30;x
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;x
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';Fractionné;Jogg 50';x
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;jogg 1h30;x
VMA 18 et +;Jogg 50';Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;x
VMA 18 et +;Jogg 50';Fractionné;jogg 1h30;Jogg 50';Jogg 50';Fractionné;x
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;Jogg 50';jogg 1h30;Jogg 50';Fractionné;x
VMA 18 et +;jogg 1h30;Jogg 50';Fractionné;Jogg 50';Jogg 50';Fractionné;x
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';Fractionné;x
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;x
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50';x;Jogg 50' +5x100-100
VMA 18 et +;Fractionné;jogg 1h30;Jogg 50';Fractionné;Jogg 50';x;Jogg 50' +5x100-100
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Fractionné;jogg 1h30;x;Jogg 50' +5x100-100
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;x;Jogg 50'
VMA 18 et +;Fractionné;jogg 1h30;Jogg 50';Jogg 50';Fractionné;x;Jogg 50' +5x100-100
VMA 18 et +;Fractionné;Jogg 50';jogg 1h30;Jogg 50';Fractionné;x;Jogg 50' +5x100-100
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;x;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';Fractionné;x;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;x;jogg 1h30
VMA 18 et +;Jogg 50';Jogg 50';Fractionné;Jogg 50';Jogg 50';x;Fractionné
VMA 18 et +;jogg 1h30;Jogg 50';Fractionné;Jogg 50';Jogg 50';x;Fractionné
VMA 18 et +;Jogg 50';Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';x;Fractionné
VMA 18 et +;Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50';jogg 1h30;x;Fractionné
VMA 18 et +;jogg 1h30;Jogg 50';Jogg 50';Fractionné;Jogg 50';x;Fractionné
VMA 18 et +;Jogg 50';jogg 1h30;Jogg 50';Fractionné;Jogg 50';x;Fractionné
VMA 18 et +;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;jogg 1h30;x;Fractionné
VMA 18 et +;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50';x;Fractionné
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Fractionné;x;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50' +5x100-100
VMA 18 et +;Fractionné;jogg 1h30;Jogg 50';Fractionné;x;Jogg 50';Jogg 50' +5x100-100
VMA 18 et +;Fractionné;Jogg 50';Jogg 50' +5x100-100;Fractionné;x;jogg 1h30;Jogg 50'
VMA 18 et +;Jogg 50';Fractionné;Jogg 50';Jogg 50';x;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';x;Fractionné;Jogg 50'
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;Jogg 50';jogg 1h30;x;Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';Fractionné;Jogg 50';Jogg 50' +5x100-100;x;Fractionné;jogg 1h30
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;Fractionné;Jogg 50';x;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;jogg 1h30;Jogg 50';Fractionné;Jogg 50';x;Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;Fractionné;jogg 1h30;x;Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;Fractionné;Jogg 50';x;Fractionné;jogg 1h30
VMA 18 et +;jogg 1h30;Jogg 50';Fractionné;Jogg 50';x;Jogg 50' +5x100-100;Fractionné
VMA 18 et +;Jogg 50';Jogg 50';Fractionné;jogg 1h30;x;Jogg 50' +5x100-100;Fractionné
VMA 18 et +;Jogg 50';Jogg 50';Fractionné;Jogg 50';x;Jogg 50' +5x100-100;Fractionné
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';x;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50'
VMA 18 et +;Fractionné;jogg 1h30;Jogg 50';x;Fractionné;Jogg 50';Jogg 50'
VMA 18 et +;Fractionné;Jogg 50';jogg 1h30;x;Fractionné;Jogg 50';Jogg 50'
VMA 18 et +;Fractionné;Jogg 50';Jogg 50' +5x100-100;x;Fractionné;jogg 1h30;Jogg 50'
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;Jogg 50';x;Fractionné;Jogg 50';Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;Fractionné;jogg 1h30;Jogg 50';x;Fractionné;Jogg 50';Jogg 50'
VMA 18 et +;Fractionné;Jogg 50';jogg 1h30;x;Fractionné;Jogg 50';Jogg 50'
VMA 18 et +;Fractionné;Jogg 50';Jogg 50' +5x100-100;x;Fractionné;jogg 1h30;Jogg 50'
VMA 18 et +;Jogg 50';Fractionné;Jogg 50';x;Jogg 50' +5x100-100;Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';Fractionné;jogg 1h30;x;Jogg 50' +5x100-100;Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';Fractionné;Jogg 50';x;Jogg 50' +5x100-100;Fractionné;jogg 1h30
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;Fractionné;x;Jogg 50';Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;jogg 1h30;Jogg 50' +5x100-100;Fractionné;x;Jogg 50';Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';Jogg 50' +5x100-100;Fractionné;x;Jogg 50';Fractionné;jogg 1h30
VMA 18 et +;jogg 1h30;Jogg 50';Fractionné;x;Jogg 50';Jogg 50' +5x100-100;Fractionné
VMA 18 et +;Jogg 50';Jogg 50' +5x100-100;Fractionné;x;jogg 1h30;Jogg 50';Fractionné
VMA 18 et +;Jogg 50';Jogg 50';Fractionné;x;Jogg 50';Jogg 50' +5x100-100;Fractionné
VMA 18 et +;Fractionné;jogg 50';x;Fractionné;Jogg 50';Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50' +5x100-100
VMA 18 et +;Fractionné;jogg 1h30;x;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100
VMA 18 et +;Fractionné;Jogg 50';x;Fractionné;jogg 1h30;Jogg 50';Jogg 50' +5x100-100
VMA 18 et +;Fractionné;Jogg 50';x;Fractionné;Jogg 50';jogg 1h30;Jogg 50'
VMA 18 et +;Fractionné;Jogg 50';x;Jogg 50' +5x100-100;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50'
VMA 18 et +;Fractionné;jogg 1h30;x;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50'
VMA 18 et +;Fractionné;Jogg 50';x;Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50'
VMA 18 et +;Jogg 50';Fractionné;x;Jogg 50';Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50'
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;x;Jogg 50';Fractionné;jogg 1h30;Jogg 50'
VMA 18 et +;Jogg 50';Fractionné;x;Jogg 50';Fractionné;Jogg 50';jogg 1h30
VMA 18 et +;Jogg 50';Fractionné;x;Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;Jogg 50';Fractionné;x;jogg 1h30;Jogg 50';Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';Fractionné;x;Jogg 50';Jogg 50' +5x100-100;Fractionné;jogg 1h30
VMA 18 et +;jogg 1h30;Jogg 50';x;Fractionné;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;Jogg 50';jogg 1h30;x;Fractionné;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;x;Fractionné;jogg 1h30;Jogg 50';Fractionné
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;x;Fractionné;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;Fractionné;x;Jogg 50';Fractionné;Jogg 50';Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50' +5x100-100
VMA 18 et +;Fractionné;x;Jogg 50';Fractionné;jogg 1h30;Jogg 50';Jogg 50'
VMA 18 et +;Fractionné;x;Jogg 50';Fractionné;Jogg 50';jogg 1h30;Jogg 50'
VMA 18 et +;Fractionné;x;Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50'
VMA 18 et +;Fractionné;x;jogg 1h30;Jogg 50';Fractionné;Jogg 50';Jogg 50'
VMA 18 et +;Fractionné;x;Jogg 50';Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50'
VMA 18 et +;Jogg 50';x;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;jogg 1h30;x;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';x;Fractionné;jogg 1h30;Jogg 50';Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';x;Fractionné;Jogg 50';Jogg 50';Fractionné;jogg 1h30
VMA 18 et +;Jogg 50';x;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné
VMA 18 et +;jogg 1h30;x;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné
VMA 18 et +;Jogg 50';x;Fractionné;jogg 1h30;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;Jogg 50';x;Fractionné;Jogg 50';jogg 1h30;Jogg 50';Fractionné
VMA 18 et +;jogg 1h30;x;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;Jogg 50';x;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;x;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50';Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;x;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50'
VMA 18 et +;x;Fractionné;jogg 1h30;Jogg 50';Fractionné;Jogg 50';Jogg 50' +5x100-100
VMA 18 et +;x;Fractionné;Jogg 50';Jogg 50';Fractionné;jogg 1h30;Jogg 50'
VMA 18 et +;x;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50';jogg 1h30
VMA 18 et +;x;Fractionné;Jogg 50';Jogg 50';Jogg 50' +10x100-100;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;x;Fractionné;jogg 1h30;Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50'
VMA 18 et +;x;Fractionné;Jogg 50';jogg 1h30;Jogg 50';Fractionné;Jogg 50'
VMA 18 et +;x;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;1h30
VMA 18 et +;x;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;x;jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';Fractionné;Jogg 50'
VMA 18 et +;x;jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;jogg 1h30
VMA 18 et +;x;Jogg 50';Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné
VMA 18 et +;x;Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;x;Jogg 50' +5x100-100;Fractionné;Jogg 50';jogg 1h30;Jogg 50';Fractionné
VMA 18 et +;x;jogg 1h30;Jogg 50';Fractionné;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;x;Jogg 50';Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';Fractionné
VMA 18 et +;x;Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;Fractionné;Jogg 50';jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50'+5x100-100
VMA 18 et +;Fractionné;jogg 1h30;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50' +5x100-100
VMA 18 et +;Fractionné;Jogg 50';Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';Jogg 50'+5x100-100
VMA 18 et +;Fractionné;Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50';jogg 1h30;Jogg 50'+5x100-100
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50'
VMA 18 et +;Fractionné;jogg 1h30;Jogg 50';Jogg 50';Fractionné;Jogg 50';Jogg 50' +5x100-100
VMA 18 et +;Fractionné;Jogg 50';jogg 1h30;Jogg 50';Fractionné;Jogg 50';Jogg 50'+5x100-100
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50'
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;Fractionné;jogg 1h30;Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50'
VMA 18 et +;Fractionné;Jogg 50';jogg 1h30;Jogg 50';Fractionné;Jogg 50';Jogg 50'
VMA 18 et +;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50'
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50';Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2;Jogg 50'
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';Fractionné;Jogg 50';Jogg 50'
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;jogg 1h30;Jogg 50'
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50';jogg 1h30
VMA 18 et +;Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;Jogg 50';Fractionné;jogg 1h30;Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';Fractionné;Jogg 50';jogg 1h30;Jogg 50';Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;jogg 1h30
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50' ou 1h30 (60% VMA) une semaine sur 2
VMA 18 et +;jogg 1h30;jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';Fractionné;Jogg 50'
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné;jogg 1h30
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné
VMA 18 et +;jogg 1h30;Jogg 50';Fractionné;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné
VMA 18 et +;Jogg 50';Jogg 50';Fractionné;jogg 1h30;Jogg 50';Jogg 50' +5x100-100;Fractionné
VMA 18 et +;Jogg 50';jogg 50' +5x100-100;Fractionné;Jogg 50';jogg 1h30;Jogg 50';Fractionné
VMA 18 et +;jogg 1h30;Jogg 50';Jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;Jogg 50';jogg 1h30;Jogg 50';Fractionné;Jogg 50';Jogg 50';Fractionné
VMA 18 et +;Jogg 50';Jogg 50';Jogg 50' +5x100-100;Fractionné;jogg 1h30;Jogg 50';Fractionné
VMA 18 et +;Jogg 50';Jogg 50';jogg 50' +5x100-100;Fractionné;Jogg 50';Jogg 50' +5x100-100;Fractionné
